,y_true,predicted,lower,upper
0,-0.2177145,-0.16801383,-0.8926758,0.5566482
1,-0.13873692,-0.1781459,-0.8795408,0.52324903
2,0.59079164,0.45175406,-0.14172444,1.0452325
3,2.1584222,1.8417912,1.1438789,2.5397034
4,1.7164472,1.7664514,1.1547863,2.3781164
5,0.727939,0.6579404,0.048279047,1.2676017
6,-0.009226487,-0.17715439,-0.8351735,0.48086467
7,-0.62622535,-0.6576961,-1.2576156,-0.05777669
8,-0.9816288,-0.9469073,-1.7220223,-0.17179221
9,-1.2286859,-1.1695689,-1.7825718,-0.55656606
10,-1.3410722,-1.3098593,-2.236179,-0.38353944
11,-1.2428306,-1.2218212,-1.7995088,-0.6441335
12,-1.0701276,-1.0786139,-1.8585017,-0.29872614
13,-0.9171218,-0.93730533,-1.7289946,-0.14561605
14,-0.82964617,-0.829797,-1.564198,-0.09539604
15,-0.54444724,-0.5262651,-1.3303539,0.2778237
16,0.67534447,0.88714457,-0.103839755,1.8781289
17,2.4389906,2.4250681,1.4988358,3.3513005
18,2.303906,2.1339376,1.2649671,3.0029082
19,0.6063579,0.5376024,-0.37652266,1.4517275
20,0.043022297,0.03488946,-0.8668358,0.9366147
21,0.058614314,0.13542235,-0.51724005,0.78808475
22,0.121418834,0.25908795,-0.39324996,0.9114258
23,0.14232162,0.068226814,-0.6728381,0.8092917
24,-0.36822078,-0.19149356,-1.0137662,0.630779
25,-0.30805635,-0.24969192,-0.8788453,0.37946147
26,0.5305687,0.29638532,-0.48534796,1.0781186
27,2.0709798,1.6746137,1.0170354,2.332192
28,1.8400393,1.7217789,0.8996756,2.5438821
29,0.9388541,0.69098413,-0.055475116,1.4374434
30,0.12325771,-0.09970929,-0.8575381,0.65811956
31,-0.4301341,-0.61032647,-1.2906437,0.069990754
32,-1.010811,-0.8996638,-1.8960907,0.096763074
33,-1.2395533,-1.1650081,-1.9922366,-0.33777952
34,-1.3328006,-1.2902901,-2.1034484,-0.4771319
35,-1.2653654,-1.2166903,-1.816864,-0.6165166
36,-1.0844157,-1.0707475,-1.8637259,-0.27776915
37,-0.9346794,-0.9407542,-1.7095327,-0.17197555
38,-0.8163161,-0.82706505,-1.6542683,0.00013816357
39,-0.57579654,-0.56723034,-1.4893184,0.35485774
40,0.4778132,0.78217494,-0.21613848,1.7804884
41,2.4270513,2.392662,1.3318446,3.4534795
42,2.2718124,2.287033,1.0631521,3.510914
43,0.69052935,0.634977,-0.58079827,1.8507522
44,0.022235086,0.037855774,-1.2251518,1.3008633
45,0.16062748,0.12878901,-0.9136072,1.1711853
46,0.12681693,0.29096922,-0.5450002,1.1269387
47,0.021299947,0.15081316,-0.56163585,0.8632622
48,-0.29700786,-0.14420669,-0.9463516,0.6579382
49,-0.35846245,-0.1982812,-0.89623713,0.49967477
50,0.46531543,0.3689076,-0.38077447,1.1185896
51,2.074487,1.679915,0.87856704,2.481263
52,1.8358641,1.6482754,0.9606755,2.3358753
53,0.8526653,0.68199694,-0.13905811,1.503052
54,0.1365412,-0.051912248,-0.6505586,0.5467341
55,-0.53825814,-0.61717296,-1.3533962,0.119050264
56,-0.87261826,-0.9281111,-1.7579663,-0.09825587
57,-1.2049063,-1.1629118,-1.9029838,-0.42283976
58,-1.3273994,-1.2803917,-2.1391172,-0.42166615
59,-1.2886642,-1.2082548,-1.9148543,-0.50165534
60,-1.1229221,-1.0632911,-1.793291,-0.33329117
61,-0.9824499,-0.93738234,-1.6885588,-0.1862058
62,-0.8948592,-0.83175087,-1.7571087,0.09360689
63,-0.66917694,-0.5342782,-1.5968223,0.5282658
64,-0.4787861,0.7313911,-0.47749627,1.9402784
65,0.66709596,2.3278246,1.0871766,3.5684726
66,0.99532825,2.374963,1.041869,3.708057
67,2.1755612,0.8101672,-0.4820025,2.102337
68,1.4127587,0.010215044,-1.2400612,1.2604913
69,1.5891093,0.058534473,-1.1671203,1.2841893
70,1.6701344,0.22516558,-0.8747343,1.3250655
71,1.1751354,0.21585599,-0.85223556,1.2839475
72,1.1153193,-0.021366835,-0.90579396,0.8630603
73,1.0888109,-0.08535519,-0.78785324,0.6171429
74,1.993959,0.4404585,-0.3466266,1.2275436
75,2.393241,1.5939499,0.7663007,2.4215991
76,1.4702163,1.4708036,0.6956221,2.245985
77,0.5181148,0.43351325,-0.45361087,1.3206373
78,-0.3021514,-0.32032168,-1.056853,0.41620976
79,-0.86614937,-0.8415108,-1.6122606,-0.070761025
80,-1.163008,-1.0022998,-1.7853069,-0.2192927
81,-1.1853546,-1.1384207,-1.6687418,-0.6080996
82,-1.108165,-1.2164754,-1.9659106,-0.46704018
83,-1.2170318,-1.1821313,-1.8757987,-0.48846388
84,-1.10489,-1.130127,-2.0551085,-0.20514542
85,-1.243866,-1.1058719,-2.2087893,-0.002954483
86,-1.2222251,-1.0916965,-2.273901,0.0905081
87,-1.1254699,-0.95972717,-2.011664,0.0922097
88,-0.91179943,-0.80244595,-1.9999576,0.39506572
89,-0.37047437,0.048696756,-1.0570204,1.1544139
90,1.0498163,1.6519998,0.092801094,3.2111986
91,2.016648,2.1665146,0.4955908,3.8374386
92,2.2139874,2.0217116,-0.16111207,4.2045355
93,1.9290519,1.6604627,-0.76291,4.0838356
94,1.6102238,1.3663653,-0.70961225,3.4423428
95,1.3477058,1.084896,-0.42712498,2.596917
96,0.99602437,0.9844283,-0.34607494,2.3149314
97,0.9152387,0.9656451,-0.020888984,1.9521792
98,0.62913996,0.6549418,-0.4903816,1.8002652
99,0.3779197,0.22119555,-0.9105953,1.3529865
100,-1.588704,-0.35785094,-1.5191156,0.80341375
101,-1.835063,-1.0469096,-2.1872058,0.09338677
102,-1.971362,-1.5797646,-2.8392048,-0.32032454
103,-1.6089299,-1.5977631,-2.7085633,-0.4869628
104,-1.1152128,-1.306592,-2.5650868,-0.048097253
105,-0.93772006,-1.3190286,-2.2265196,-0.4115377
106,-0.9665121,-1.1518265,-2.2433228,-0.060330153
107,-0.850166,-1.1382262,-1.9568232,-0.31962907
108,-0.90528095,-1.1366142,-2.0701733,-0.2030552
109,-1.3753519,-1.2373997,-2.582642,0.107842684
110,-1.6063569,-1.2779821,-2.7389574,0.1829933
111,-1.504383,-1.0576396,-2.3207998,0.20552051
112,-1.1388344,-0.80755246,-2.0999098,0.48480475
113,-0.6241791,-0.033954293,-1.7177179,1.6498094
114,0.84831095,0.9437851,-0.8559388,2.7435088
115,2.0993779,1.8108981,-0.21618128,3.8379774
116,2.2204576,2.1120338,-0.23643327,4.4605007
117,2.0871859,1.8920114,-0.3101251,4.0941477
118,1.736953,1.7687097,0.17364919,3.36377
119,1.4744743,1.4293374,0.47387493,2.3848
120,1.3053541,1.0647216,0.15666759,1.9727756
121,1.0686046,0.75706494,0.11334652,1.4007833
122,0.6338072,0.62574756,-0.39472985,1.646225
123,0.44976312,0.24596736,-0.73955595,1.2314907
124,0.17728066,-0.32531407,-1.1614181,0.51079
125,-0.41971374,-1.2001151,-2.1688423,-0.23138773
126,-2.408497,-1.7982049,-2.6554155,-0.9409944
127,-2.1211205,-1.7587767,-2.6109762,-0.90657717
128,-1.7352674,-1.6257674,-2.746211,-0.50532365
129,-1.6288809,-1.4734752,-2.1543949,-0.7925555
130,-1.530741,-1.3074747,-2.1065202,-0.50842935
131,-1.3698571,-1.1933981,-1.7990102,-0.5877861
132,-1.1426556,-1.0488467,-1.7252938,-0.3723997
133,-0.9710634,-0.91006434,-1.5375755,-0.2825532
134,-0.80814964,-0.8156301,-1.5705703,-0.060689807
135,-0.5446412,-0.31088454,-1.100208,0.47843897
136,0.9794238,1.2906398,0.5332112,2.0480683
137,2.494849,2.635251,1.8509492,3.4195528
138,2.315327,1.7918439,1.041136,2.5425518
139,0.587753,0.32116696,-0.3649278,1.0072618
140,0.062731795,0.0214338,-0.75418437,0.7970519
141,0.16967826,0.07279858,-0.6787803,0.8243774
142,0.19933602,0.18147835,-0.59438694,0.9573436
143,-0.02819279,0.08162153,-0.74834514,0.9115882
144,-0.20533186,-0.10294433,-1.2768781,1.0709894
145,-0.22274014,-0.119173154,-1.1880457,0.9496994
146,0.8716504,0.53832984,-0.5987613,1.675421
147,2.10768,1.9028141,0.5423136,3.2633147
148,1.7986696,1.7373822,0.3555107,3.1192536
149,0.5898801,0.7509388,-0.45196104,1.9538386
150,-0.025682228,-0.1320735,-1.3310488,1.0669018
151,-0.68608546,-0.6521641,-1.6926253,0.38829708
152,-1.0498874,-1.0322834,-2.4233246,0.35875773
153,-1.2002807,-1.2290423,-2.8560734,0.3979888
154,-1.2900572,-1.3119562,-2.189392,-0.4345203
155,-1.2129757,-1.2063189,-1.8157768,-0.59686095
156,-1.0404389,-1.0677205,-1.793449,-0.34199202
157,-0.9118099,-0.9260931,-1.6456441,-0.20654213
