,y_true,predicted,lower,upper
0,-0.2177145,-0.19284561,-0.2637591,-0.12193211
1,-0.13873692,-0.23913747,-0.31922752,-0.15904744
2,0.59079164,0.5684671,0.4791343,0.65779984
3,2.1584222,1.9555042,1.8797466,2.0312617
4,1.7164472,1.7657616,1.6807333,1.8507899
5,0.727939,0.69569445,0.61857074,0.77281815
6,-0.009226487,-0.12254171,-0.19799657,-0.04708685
7,-0.62622535,-0.63293195,-0.7174935,-0.5483704
8,-0.9816288,-0.91757226,-0.9984208,-0.83672374
9,-1.2286859,-1.1759393,-1.2560294,-1.0958493
10,-1.3410722,-1.261673,-1.3010395,-1.2223065
11,-1.2428306,-1.2307801,-1.2902303,-1.17133
12,-1.0701276,-1.0864947,-1.1457359,-1.0272535
13,-0.9171218,-0.933458,-0.9925703,-0.87434566
14,-0.82964617,-0.8395207,-0.88244504,-0.79659635
15,-0.54444724,-0.3747204,-0.43297136,-0.31646943
16,0.67534447,1.1466455,1.0747305,1.2185606
17,2.4389906,2.5631273,2.4838753,2.6423793
18,2.303906,2.090442,2.0189724,2.1619115
19,0.6063579,0.48336476,0.41117176,0.5555578
20,0.043022297,-0.050767034,-0.108549505,0.007015437
21,0.058614314,0.057070255,-0.021420099,0.1355606
22,0.121418834,0.20850623,0.13201576,0.2849967
23,0.14232162,0.043343633,-0.020027675,0.10671494
24,-0.36822078,-0.20827474,-0.2807775,-0.13577196
25,-0.30805635,-0.2086817,-0.2769643,-0.1403991
26,0.5305687,0.68632156,0.6065059,0.76613724
27,2.0709798,1.9968975,1.9120544,2.0817404
28,1.8400393,1.6622694,1.5924605,1.7320782
29,0.9388541,0.630646,0.5492157,0.7120763
30,0.12325771,-0.1066723,-0.18758568,-0.02575893
31,-0.4301341,-0.5720814,-0.66757,-0.47659275
32,-1.010811,-0.88211876,-0.9879981,-0.7762394
33,-1.2395533,-1.17507,-1.28353,-1.0666101
34,-1.3328006,-1.2473421,-1.3027141,-1.1919701
35,-1.2653654,-1.2537427,-1.3052049,-1.2022805
