,y_true,predicted,lower,upper
0,-0.2177145,-0.05670196,-0.90109485,0.78769094
1,-0.13873692,-0.20258498,-1.1985714,0.79340154
2,0.59079164,0.39589405,-0.5108704,1.3026586
3,2.1584222,1.6425819,0.78649914,2.4986649
4,1.7164472,1.8186595,0.90316254,2.7341566
5,0.727939,0.904277,0.052310348,1.7562437
6,-0.009226487,0.041960955,-0.9211109,1.0050328
7,-0.62622535,-0.48533726,-1.3845885,0.41391402
8,-0.9816288,-0.86678904,-1.7941728,0.060594738
9,-1.2286859,-1.1154914,-1.8923308,-0.338652
10,-1.3410722,-1.1885788,-1.8734562,-0.50370145
11,-1.2428306,-1.2373686,-1.9114797,-0.56325746
12,-1.0701276,-1.1305671,-1.791878,-0.46925616
13,-0.9171218,-0.9716934,-1.9124906,-0.030896187
14,-0.82964617,-0.8778759,-1.8208561,0.065104246
15,-0.54444724,-0.605207,-1.5762775,0.36586344
16,0.67534447,0.6373344,-0.39508575,1.6697545
17,2.4389906,2.304525,1.4023302,3.2067196
18,2.303906,2.1658592,1.3952234,2.936495
19,0.6063579,0.92928094,0.16220117,1.6963607
20,0.043022297,0.09876382,-0.5468127,0.74434036
21,0.058614314,0.08773428,-0.57855624,0.7540248
22,0.121418834,0.16794932,-0.5029911,0.8388897
23,0.14232162,0.094154656,-0.6825902,0.8708995
24,-0.36822078,-0.121186495,-1.063843,0.82147
25,-0.30805635,-0.17509678,-1.1380112,0.7878176
26,0.5305687,0.6432038,-0.27392203,1.5603297
27,2.0709798,1.8655663,1.0288658,2.7022667
28,1.8400393,1.6779871,0.7569245,2.5990496
29,0.9388541,0.66565615,-0.1895082,1.5208205
30,0.12325771,-0.07791859,-1.0979173,0.9420802
31,-0.4301341,-0.59213454,-1.4753392,0.29107004
32,-1.010811,-0.9048928,-1.871073,0.061287344
33,-1.2395533,-1.1814337,-2.0911465,-0.27172077
34,-1.3328006,-1.1531665,-1.8275478,-0.47878528
35,-1.2653654,-1.1904674,-1.8433576,-0.5375771
36,-1.0844157,-1.0905008,-1.7800093,-0.4009924
37,-0.9346794,-0.9457241,-1.926652,0.035203636
38,-0.8163161,-0.856056,-1.759665,0.047553062
39,-0.57579654,-0.5384079,-1.5264044,0.4495886
40,0.4778132,0.9824738,-0.058867037,2.0238147
41,2.4270513,2.434907,1.5745993,3.2952147
42,2.2718124,1.8532641,1.0543691,2.6521592
43,0.69052935,0.5260945,-0.2602706,1.3124596
44,0.022235086,0.04182452,-0.6404482,0.72409725
45,0.16062748,0.11755192,-0.55207664,0.7871805
46,0.12681693,0.1648376,-0.54340386,0.87307906
47,0.021299947,0.051961064,-0.6556365,0.7595586
48,-0.29700786,-0.14817801,-1.0531833,0.75682724
49,-0.35846245,-0.11966115,-1.060433,0.8211107
50,0.46531543,0.8832999,0.015844107,1.7507557
51,2.074487,1.9440348,1.0921073,2.7959623
52,1.8358641,1.4636502,0.57147074,2.3558297
53,0.8526653,0.49229223,-0.33641988,1.3210044
54,0.1365412,-0.16707948,-1.3605227,1.0263638
55,-0.53825814,-0.65421414,-1.6476293,0.33920097
56,-0.87261826,-0.96105397,-2.1319602,0.20985222
57,-1.2049063,-1.2001766,-2.3221428,-0.078210354
58,-1.3273994,-1.0784626,-1.7987394,-0.3581857
59,-1.2886642,-1.1661675,-1.8303981,-0.501937
60,-1.1229221,-1.0674208,-1.7805562,-0.35428542
61,-0.9824499,-0.9261037,-1.870024,0.017816544
62,-0.8948592,-0.83952075,-1.75627,0.077228546
63,-0.66917694,-0.28049943,-1.2638121,0.70281315
64,-0.4787861,1.4302299,0.48864537,2.3718145
65,0.66709596,2.452932,1.5637054,3.3421583
66,0.99532825,1.3127549,0.3837015,2.2418082
67,2.1755612,0.31271404,-0.61523515,1.2406633
68,1.4127587,0.010448694,-0.9110683,0.9319657
69,1.5891093,0.16137707,-0.82826483,1.151019
70,1.6701344,0.14892638,-0.8033848,1.1012375
71,1.1751354,-0.010511339,-1.0222132,1.0011904
72,1.1153193,-0.2015236,-1.3343773,0.93133014
73,1.0888109,0.037669778,-0.96889853,1.0442381
74,1.993959,1.1990051,0.23483968,2.1631706
75,2.393241,1.9688368,1.0607398,2.8769338
76,1.4702163,1.2721057,0.30722636,2.236985
77,0.5181148,0.33372444,-0.6404122,1.3078611
78,-0.3021514,-0.30686837,-1.3224511,0.7087144
79,-0.86614937,-0.75842345,-1.6775187,0.16067183
80,-1.163008,-1.0210725,-1.952748,-0.08939707
81,-1.1853546,-1.200618,-2.7457232,0.3444872
82,-1.108165,-1.2520685,-2.574813,0.07067597
83,-1.2170318,-1.2859797,-2.7439828,0.17202318
84,-1.10489,-1.31538,-2.699421,0.068660975
85,-1.243866,-1.2795038,-2.432363,-0.12664461
86,-1.2222251,-1.2544905,-2.9189272,0.4099462
87,-1.1254699,-1.1081848,-3.2781498,1.0617802
88,-0.91179943,-0.757142,-2.6478512,1.1335673
89,-0.37047437,0.19971031,-1.5613186,1.9607394
90,1.0498163,1.7465005,0.19063628,3.3023648
91,2.016648,2.1893837,0.6562005,3.722567
92,2.2139874,1.9591079,0.5378252,3.3803906
93,1.9290519,1.7200425,0.2626506,3.1774344
94,1.6102238,1.4845798,-0.062496185,3.0316558
95,1.3477058,1.1486697,-0.3488226,2.646162
96,0.99602437,0.85925275,-0.7309671,2.4494727
97,0.9152387,0.7886104,-0.8962433,2.473464
98,0.62913996,0.6044101,-1.2241938,2.433014
99,0.3779197,0.17460549,-1.8895408,2.238752
100,-1.588704,-0.18004078,-2.2629533,1.9028716
101,-1.835063,-0.90533346,-2.8720977,1.0614309
102,-1.971362,-1.5994663,-3.63734,0.43840742
103,-1.6089299,-1.5111065,-3.5534332,0.5312202
104,-1.1152128,-1.342726,-3.1737256,0.48827374
105,-0.93772006,-1.4463931,-3.7341084,0.84132206
106,-0.9665121,-1.3088827,-2.3690581,-0.2487073
107,-0.850166,-1.2956674,-2.6014085,0.010073662
108,-0.90528095,-1.2914288,-2.642299,0.059441328
109,-1.3753519,-1.2720053,-2.7127194,0.16870868
110,-1.6063569,-1.3152936,-2.647757,0.017170072
111,-1.504383,-1.2532529,-3.3111706,0.80466497
112,-1.1388344,-1.0569816,-3.4153855,1.3014224
113,-0.6241791,-0.42456168,-2.4547038,1.6055803
114,0.84831095,0.6314072,-1.1962681,2.4590824
115,2.0993779,1.5441332,-0.24857068,3.336837
116,2.2204576,2.1359432,0.42065012,3.8512363
117,2.0871859,1.9104133,0.23388946,3.586937
118,1.736953,1.6365502,-0.34297788,3.6160784
119,1.4744743,1.4061689,-0.36233485,3.1746726
120,1.3053541,1.0840282,-0.77899146,2.947048
121,1.0686046,0.864042,-1.075809,2.8038929
122,0.6338072,0.5628467,-1.1371138,2.2628074
123,0.44976312,0.14983463,-1.9715967,2.271266
124,0.17728066,-0.5764231,-2.728081,1.5752347
125,-0.41971374,-1.3254625,-3.523973,0.87304795
126,-2.408497,-1.627311,-3.794059,0.53943706
127,-2.1211205,-1.5406969,-3.6820083,0.60061455
128,-1.7352674,-1.5244803,-3.9698353,0.9208746
129,-1.6288809,-1.703093,-4.9358554,1.5296693
130,-1.530741,-1.3703915,-2.4789004,-0.26188254
131,-1.3698571,-1.3356787,-2.2238407,-0.44751674
132,-1.1426556,-1.2106667,-1.8717006,-0.54963267
133,-0.9710634,-1.0569189,-1.846246,-0.2675917
134,-0.80814964,-0.9103354,-1.9736814,0.1530106
135,-0.5446412,-0.73108196,-1.6267053,0.16454136
136,0.9794238,0.084852934,-1.037177,1.2068828
137,2.494849,1.7480392,0.612494,2.8835845
138,2.315327,2.4382455,1.5632498,3.3132412
139,0.587753,1.5396461,0.75848895,2.3208034
140,0.062731795,0.4027254,-0.31577778,1.1212286
141,0.16967826,0.049526572,-0.6177451,0.71679825
142,0.19933602,0.1653269,-0.5341946,0.8648484
143,-0.02819279,0.13612413,-0.722507,0.99475527
144,-0.20533186,-0.038519382,-1.0541716,0.9771328
145,-0.22274014,-0.20681626,-1.2579324,0.84429985
146,0.8716504,0.10119712,-0.9287722,1.1311665
147,2.10768,1.4622037,0.50869757,2.41571
148,1.7986696,1.8917058,0.94715726,2.8362541
149,0.5898801,1.0803273,0.1321379,2.0285168
150,-0.025682228,0.1500392,-0.8352132,1.1352916
151,-0.68608546,-0.43145373,-1.3716466,0.5087391
152,-1.0498874,-0.8469913,-1.8408124,0.14682984
153,-1.2002807,-1.1531323,-2.3018422,-0.004422426
154,-1.2900572,-1.3089457,-2.1610343,-0.45685697
155,-1.2129757,-1.2667391,-1.9756374,-0.5578408
156,-1.0404389,-1.1441832,-1.8041081,-0.48425812
157,-0.9118099,-0.9862263,-1.9048057,-0.06764692
158,-0.8424953,-0.88210905,-1.8519247,0.087706506
159,-0.5677639,-0.6613932,-1.5835475,0.26076102
160,-0.18593578,0.47741252,-0.69710356,1.6519287
161,1.5265968,2.0330553,0.97429764,3.091813
162,2.7104065,2.3120282,1.421657,3.2023993
163,1.2593699,1.190845,0.39549613,1.9861939
164,0.25515667,0.17219108,-0.5117193,0.85610145
165,0.11797744,0.062051833,-0.6311383,0.755242
166,0.50276375,0.17114526,-0.52014786,0.8624384
167,0.30584994,0.114999175,-0.67803574,0.9080341
168,0.003583778,-0.0815981,-0.99426144,0.83106524
169,0.02620876,-0.19466555,-1.155064,0.7657329
170,1.0165061,0.36117107,-0.5430636,1.2654057
171,2.170644,1.7096288,0.8314879,2.5877697
172,1.8750964,1.7748375,0.85773766,2.6919374
173,0.7987758,0.85679835,0.0114245415,1.7021722
174,-0.06201617,-0.0072995424,-0.923514,0.9089149
175,-0.6808084,-0.52875674,-1.4379139,0.38040042
176,-1.1030968,-0.8587148,-1.8298423,0.11241263
177,-1.0910923,-1.1383641,-1.9756068,-0.30112135
178,-1.3223244,-1.2411538,-1.9728866,-0.5094211
179,-1.2104138,-1.2563534,-1.9486542,-0.5640525
180,-1.0738547,-1.1433344,-1.8083942,-0.47827452
181,-0.896888,-0.96899855,-1.9479594,0.00996238
182,-0.8510633,-0.87161225,-1.8391999,0.0959754
183,-0.5877335,-0.59016603,-1.5290769,0.34874487
184,0.7029069,0.6862864,-0.47821766,1.8507905
185,2.4912648,2.3564475,1.3593432,3.3535519
