,y_true,predicted,lower,upper
0,-0.2177145,-0.1498321,-0.6794982,0.37983403
1,-0.13873692,-0.22010396,-0.8007572,0.36054927
2,0.59079164,0.5102557,0.007167697,1.0133437
3,2.1584222,1.8676234,1.3262448,2.409002
4,1.7164472,1.6780329,1.1368957,2.21917
5,0.727939,0.70893323,0.18582195,1.2320445
6,-0.009226487,-0.09527394,-0.69091463,0.5003667
7,-0.62622535,-0.5812293,-1.1300054,-0.03245336
8,-0.9816288,-0.8706031,-1.5727129,-0.16849333
9,-1.2286859,-1.14394,-1.7252187,-0.5626613
10,-1.3410722,-1.2708745,-1.6048104,-0.93693864
11,-1.2428306,-1.206235,-1.539124,-0.8733461
12,-1.0701276,-1.069883,-1.3694665,-0.77029943
13,-0.9171218,-0.9303812,-1.2465643,-0.6141981
14,-0.82964617,-0.85066605,-1.1617959,-0.53953624
15,-0.54444724,-0.48262793,-0.8947373,-0.07051855
16,0.67534447,0.7976606,0.37937936,1.2159418
17,2.4389906,2.3162289,1.8036778,2.82878
18,2.303906,2.2848005,1.7587405,2.8108606
19,0.6063579,0.7323556,0.218745,1.2459662
20,0.043022297,0.0035972297,-0.5773729,0.5845674
21,0.058614314,0.082817554,-0.44016975,0.60580486
22,0.121418834,0.24418399,-0.31074414,0.7991121
23,0.14232162,0.11342117,-0.39600572,0.62284803
24,-0.36822078,-0.1482633,-0.69058526,0.39405867
25,-0.30805635,-0.1783455,-0.7426229,0.3859319
26,0.5305687,0.5663816,0.013459146,1.119304
27,2.0709798,1.9158276,1.3370678,2.4945874
28,1.8400393,1.6608514,1.120506,2.2011967
29,0.9388541,0.65707386,0.14930832,1.1648394
30,0.12325771,-0.08335066,-0.6075383,0.44083697
31,-0.4301341,-0.59311986,-1.0854682,-0.100771576
32,-1.010811,-0.8856555,-1.4935325,-0.2777785
33,-1.2395533,-1.1591777,-1.7847831,-0.5335722
34,-1.3328006,-1.2604465,-1.6496775,-0.87121564
35,-1.2653654,-1.1920086,-1.5248231,-0.85919416
36,-1.0844157,-1.0570375,-1.3835746,-0.73050034
37,-0.9346794,-0.91153574,-1.2524834,-0.5705881
38,-0.8163161,-0.8506422,-1.244387,-0.45689735
39,-0.57579654,-0.45920408,-0.91080487,-0.0076033175
40,0.4778132,0.8879688,0.45204327,1.3238943
41,2.4270513,2.3702896,1.8675714,2.8730078
42,2.2718124,2.2751286,1.8063766,2.7438807
43,0.69052935,0.7028158,0.22911552,1.176516
44,0.022235086,0.056073487,-0.49725407,0.60940105
45,0.16062748,0.12893182,-0.43841654,0.6962802
46,0.12681693,0.28720883,-0.23028085,0.80469847
47,0.021299947,0.13894579,-0.3388059,0.6166975
48,-0.29700786,-0.13251525,-0.6126365,0.347606
49,-0.35846245,-0.15240999,-0.64182276,0.33700275
50,0.46531543,0.5962632,0.12019721,1.0723292
51,2.074487,1.909669,1.4239001,2.395438
52,1.8358641,1.6027591,1.1352723,2.070246
53,0.8526653,0.60466635,0.15844887,1.0508838
54,0.1365412,-0.1634165,-0.61001635,0.28318337
55,-0.53825814,-0.658743,-1.1460898,-0.17139626
56,-0.87261826,-0.94765735,-1.5300981,-0.3652166
57,-1.2049063,-1.1806993,-1.7934377,-0.56796104
58,-1.3273994,-1.2554288,-1.6772246,-0.83363295
59,-1.2886642,-1.1628523,-1.4833374,-0.8423672
60,-1.1229221,-1.0260227,-1.3904545,-0.6615908
61,-0.9824499,-0.9134065,-1.3285363,-0.49827668
62,-0.8948592,-0.8015307,-1.223756,-0.37930548
